,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,252,,2020-10-19T08:39:24-07,gray3,2020-10-19T15:39:24.872Z,Begin,2020-10-19 08:39:24 (PDT),,,,,,,,
1,1,252,,2020-10-19T08:39:25-07,green1,2020-10-19T15:39:25.058Z,View assessment overview,2020-10-19 08:39:25 (PDT),,,,,,,,
2,2,252,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '1i4ldoj'}",2020-10-19T08:39:35-07,gray1,2020-10-19T15:39:35.031Z,New variant,2020-10-19 08:39:35 (PDT),122339.0,1.0,PLEDGE,1046.0,1.0,,76927.0,1.0
3,3,252,,2020-10-19T08:39:35-07,green3,2020-10-19T15:39:35.080Z,View variant,2020-10-19 08:39:35 (PDT),122339.0,1.0,PLEDGE,1046.0,1.0,,76927.0,1.0
4,4,252,"{'correct': True, 'submitted_answer': {'pledge': 'Tse Tsz Yiu'}}",2020-10-19T08:39:50-07,blue3,2020-10-19T15:39:50.588Z,Submission,2020-10-19 08:39:50 (PDT),122339.0,1.0,PLEDGE,1046.0,1.0,120378.0,76927.0,1.0
5,5,252,,2020-10-19T08:39:50-07,green3,2020-10-19T15:39:50.816Z,View variant,2020-10-19 08:39:50 (PDT),122339.0,1.0,PLEDGE,1046.0,1.0,,76927.0,1.0
6,6,252,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '14sltyn'}",2020-10-19T08:39:55-07,gray1,2020-10-19T15:39:55.810Z,New variant,2020-10-19 08:39:55 (PDT),122340.0,2.0,SURVEY,1372.0,2.0,,76928.0,1.0
7,7,252,,2020-10-19T08:39:55-07,green3,2020-10-19T15:39:55.854Z,View variant,2020-10-19 08:39:55 (PDT),122340.0,2.0,SURVEY,1372.0,2.0,,76928.0,1.0
8,8,252,"{'correct': True, 'submitted_answer': {'survey': 'Turing'}}",2020-10-19T08:49:19-07,blue3,2020-10-19T15:49:19.395Z,Submission,2020-10-19 08:49:19 (PDT),122340.0,2.0,SURVEY,1372.0,2.0,120381.0,76928.0,1.0
9,9,252,,2020-10-19T08:49:19-07,green3,2020-10-19T15:49:19.622Z,View variant,2020-10-19 08:49:19 (PDT),122340.0,2.0,SURVEY,1372.0,2.0,,76928.0,1.0
10,10,252,"{'params': {'t': [{'key': 'a', 'html': 'If you share something online accidentally, but quickly delete it, you still have control over that information'}, {'key': 'b', 'html': 'Thankfully, there are many entities (e.g., the government, your school, your employer, your bank, etc.) looking out for your privacy, so you don’t have to actively maintain it.'}, {'key': 'c', 'html': 'The online world is inseparable from the real world'}, {'key': 'd', 'html': 'By default, all data on the internet is encrypted and secure.'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'t': {'key': 'c', 'html': 'The online world is inseparable from the real world'}}, 'variant_seed': 'ut8lmm'}",2020-10-19T08:49:27-07,gray1,2020-10-19T15:49:27.014Z,New variant,2020-10-19 08:49:27 (PDT),122341.0,3.0,lecture/privacy,1029.0,3.0,,76931.0,1.0
11,11,252,,2020-10-19T08:49:27-07,green3,2020-10-19T15:49:27.061Z,View variant,2020-10-19 08:49:27 (PDT),122341.0,3.0,lecture/privacy,1029.0,3.0,,76931.0,1.0
12,12,252,"{'correct': True, 'submitted_answer': {'t': 'c'}}",2020-10-19T08:49:56-07,blue3,2020-10-19T15:49:56.716Z,Submission,2020-10-19 08:49:56 (PDT),122341.0,3.0,lecture/privacy,1029.0,3.0,120382.0,76931.0,1.0
13,13,252,,2020-10-19T08:49:56-07,green3,2020-10-19T15:49:56.941Z,View variant,2020-10-19 08:49:56 (PDT),122341.0,3.0,lecture/privacy,1029.0,3.0,,76931.0,1.0
14,14,252,"{'params': {'0': [{'key': 'a', 'html': 'Paul Revere practiced <i>selection</i>'}, {'key': 'b', 'html': 'Proving algorithms are <i>correct</i> is easy'}, {'key': 'c', 'html': 'Python is considered Turing Complete because it can be used to write a programming language.'}, {'key': 'd', 'html': 'Imperative programming is the most powerful'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'0': {'key': 'a', 'html': 'Paul Revere practiced <i>selection</i>'}}, 'variant_seed': '8tydvr'}",2020-10-19T08:49:58-07,gray1,2020-10-19T15:49:58.911Z,New variant,2020-10-19 08:49:58 (PDT),122342.0,4.0,lecture/algorithms,1373.0,4.0,,76932.0,1.0
15,15,252,,2020-10-19T08:49:58-07,green3,2020-10-19T15:49:58.958Z,View variant,2020-10-19 08:49:58 (PDT),122342.0,4.0,lecture/algorithms,1373.0,4.0,,76932.0,1.0
16,16,252,"{'correct': False, 'submitted_answer': {'0': 'e'}}",2020-10-19T09:20:23-07,blue3,2020-10-19T16:20:23.830Z,Submission,2020-10-19 09:20:23 (PDT),122342.0,4.0,lecture/algorithms,1373.0,4.0,120390.0,76932.0,1.0
17,17,252,,2020-10-19T09:20:24-07,green3,2020-10-19T16:20:24.060Z,View variant,2020-10-19 09:20:24 (PDT),122342.0,4.0,lecture/algorithms,1373.0,4.0,,76932.0,1.0
18,18,252,"{'params': {'0': [{'key': 'a', 'html': 'If you adhere to good abstractions and proper functional decomposition, you’ll end up with monolithic code'}, {'key': 'b', 'html': 'You are not allowed to pass immutable data into command blocks'}, {'key': 'c', 'html': 'You are not allowed to pass mutable data into predicate blocks'}, {'key': 'd', 'html': 'Monolithic code is hard to write'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'0': {'key': 'd', 'html': 'Monolithic code is hard to write'}}, 'variant_seed': '6hzrv3'}",2020-10-19T09:20:25-07,gray1,2020-10-19T16:20:25.722Z,New variant,2020-10-19 09:20:25 (PDT),122343.0,5.0,lecture/testing+2048,1375.0,5.0,,76938.0,1.0
19,19,252,,2020-10-19T09:20:25-07,green3,2020-10-19T16:20:25.782Z,View variant,2020-10-19 09:20:25 (PDT),122343.0,5.0,lecture/testing+2048,1375.0,5.0,,76938.0,1.0
20,20,252,"{'correct': True, 'submitted_answer': {'0': 'd'}}",2020-10-19T09:21:05-07,blue3,2020-10-19T16:21:05.461Z,Submission,2020-10-19 09:21:05 (PDT),122343.0,5.0,lecture/testing+2048,1375.0,5.0,120391.0,76938.0,1.0
21,21,252,,2020-10-19T09:21:05-07,green3,2020-10-19T16:21:05.698Z,View variant,2020-10-19 09:21:05 (PDT),122343.0,5.0,lecture/testing+2048,1375.0,5.0,,76938.0,1.0
22,22,252,"{'params': {'0': [{'key': 'a', 'html': 'Augmented Reality (E.g., seeing computer-generated in your field of view, like Google Glass) is the most significant assistive technology available today.'}, {'key': 'b', 'html': 'According to Prof Brian Harvey, Web Search is the most important use of computers in education so far.'}, {'key': 'c', 'html': 'Managing SETI@Home is hard because people actually try to cheat the system, compute nothing, but tell them they&#x27;re done with the work (to move up the user rankings).'}, {'key': 'd', 'html': 'Self-driving cars is the most significant assistive technology available today.'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'0': {'key': 'c', 'html': 'Managing SETI@Home is hard because people actually try to cheat the system, compute nothing, but tell them they&#x27;re done with the work (to move up the user rankings).'}}, 'variant_seed': '1ft70is'}",2020-10-19T09:21:09-07,gray1,2020-10-19T16:21:09.477Z,New variant,2020-10-19 09:21:09 (PDT),122344.0,6.0,lecture/global-impact,1374.0,6.0,,76939.0,1.0
23,23,252,,2020-10-19T09:21:09-07,green3,2020-10-19T16:21:09.525Z,View variant,2020-10-19 09:21:09 (PDT),122344.0,6.0,lecture/global-impact,1374.0,6.0,,76939.0,1.0
24,24,252,"{'correct': True, 'submitted_answer': {'0': 'c'}}",2020-10-19T09:24:12-07,blue3,2020-10-19T16:24:12.605Z,Submission,2020-10-19 09:24:12 (PDT),122344.0,6.0,lecture/global-impact,1374.0,6.0,120396.0,76939.0,1.0
25,25,252,,2020-10-19T09:24:12-07,green3,2020-10-19T16:24:12.830Z,View variant,2020-10-19 09:24:12 (PDT),122344.0,6.0,lecture/global-impact,1374.0,6.0,,76939.0,1.0
26,26,252,"{'params': {'b': [{'key': 'a', 'html': ' \n        46$_{ 16 }$\n    '}, {'key': 'b', 'html': '\n        52$_{ 16 }$\n    '}, {'key': 'c', 'html': '\n        50$_{ 16 }$\n    '}, {'key': 'd', 'html': '\n        4E$_{ 16 }$\n    '}, {'key': 'e', 'html': '\n        4A$_{ 16 }$\n    '}, {'key': 'f', 'html': '\n        48$_{ 16 }$\n    '}, {'key': 'g', 'html': '\n        4C$_{ 16 }$\n    '}, {'key': 'h', 'html': '\n        54$_{ 16 }$\n    '}], 'i0': '54', 'i1': '52', 'i2': '50', 'i3': '4E', 'i4': '4C', 'i5': '4A', 'i6': '48', 'Base1': '10', 'Base2': '2', 'Base3': '16', 'Number1': 10, 'Number2': 7, 'solution': '46', 'Converted_Number1': 10, 'Converted_Number2': '111'}, 'options': {}, 'true_answer': {'b': {'key': 'a', 'html': ' \n        46$_{ 16 }$\n    '}}, 'variant_seed': 'gjx1kc'}",2020-10-19T09:24:15-07,gray1,2020-10-19T16:24:15.117Z,New variant,2020-10-19 09:24:15 (PDT),122345.0,7.0,number-multiplication,167.0,7.0,,76944.0,1.0
27,27,252,,2020-10-19T09:24:15-07,green3,2020-10-19T16:24:15.179Z,View variant,2020-10-19 09:24:15 (PDT),122345.0,7.0,number-multiplication,167.0,7.0,,76944.0,1.0
28,28,252,"{'correct': True, 'submitted_answer': {'b': 'a'}}",2020-10-19T09:31:50-07,blue3,2020-10-19T16:31:50.359Z,Submission,2020-10-19 09:31:50 (PDT),122345.0,7.0,number-multiplication,167.0,7.0,120409.0,76944.0,1.0
29,29,252,,2020-10-19T09:31:50-07,green3,2020-10-19T16:31:50.591Z,View variant,2020-10-19 09:31:50 (PDT),122345.0,7.0,number-multiplication,167.0,7.0,,76944.0,1.0
