,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,215,,2020-10-17T12:34:14-07,gray3,2020-10-17T19:34:14.954Z,Begin,2020-10-17 12:34:14 (PDT),,,,,,,,
1,1,215,,2020-10-17T12:34:15-07,green1,2020-10-17T19:34:15.017Z,View assessment overview,2020-10-17 12:34:15 (PDT),,,,,,,,
2,2,215,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '1gri363'}",2020-10-17T12:34:43-07,gray1,2020-10-17T19:34:43.016Z,New variant,2020-10-17 12:34:43 (PDT),105899.0,1.0,PLEDGE,1046.0,1.0,,70889.0,1.0
3,3,215,,2020-10-17T12:34:43-07,green3,2020-10-17T19:34:43.066Z,View variant,2020-10-17 12:34:43 (PDT),105899.0,1.0,PLEDGE,1046.0,1.0,,70889.0,1.0
4,4,215,"{'correct': True, 'submitted_answer': {'pledge': 'Quincy Poynter'}}",2020-10-17T12:34:52-07,blue3,2020-10-17T19:34:52.656Z,Submission,2020-10-17 12:34:52 (PDT),105899.0,1.0,PLEDGE,1046.0,1.0,110575.0,70889.0,1.0
5,5,215,,2020-10-17T12:34:52-07,green3,2020-10-17T19:34:52.764Z,View variant,2020-10-17 12:34:52 (PDT),105899.0,1.0,PLEDGE,1046.0,1.0,,70889.0,1.0
6,6,215,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '13ndx4v'}",2020-10-17T12:35:42-07,gray1,2020-10-17T19:35:42.767Z,New variant,2020-10-17 12:35:42 (PDT),105900.0,2.0,SURVEY,1372.0,2.0,,70896.0,1.0
7,7,215,,2020-10-17T12:35:42-07,green3,2020-10-17T19:35:42.809Z,View variant,2020-10-17 12:35:42 (PDT),105900.0,2.0,SURVEY,1372.0,2.0,,70896.0,1.0
8,8,215,"{'params': {'t': [{'key': 'a', 'html': 'With the right software and configuration, you can be anonymous when you’re online.'}, {'key': 'b', 'html': 'The online world is inseparable from the real world'}, {'key': 'c', 'html': 'You can avoid having an information footprint simply by not going online and avoiding using digital devices'}, {'key': 'd', 'html': 'If you share something online accidentally, but quickly delete it, you still have control over that information'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'t': {'key': 'b', 'html': 'The online world is inseparable from the real world'}}, 'variant_seed': '12otwo8'}",2020-10-17T12:36:02-07,gray1,2020-10-17T19:36:02.978Z,New variant,2020-10-17 12:36:02 (PDT),105901.0,3.0,lecture/privacy,1029.0,3.0,,70901.0,1.0
9,9,215,,2020-10-17T12:36:03-07,green3,2020-10-17T19:36:03.028Z,View variant,2020-10-17 12:36:03 (PDT),105901.0,3.0,lecture/privacy,1029.0,3.0,,70901.0,1.0
10,10,215,"{'correct': None, 'submitted_answer': {'t': 'e'}}",2020-10-17T12:36:10-07,blue3,2020-10-17T19:36:10.918Z,Submission,2020-10-17 12:36:10 (PDT),105901.0,3.0,lecture/privacy,1029.0,3.0,110582.0,70901.0,1.0
11,11,215,,2020-10-17T12:36:11-07,green3,2020-10-17T19:36:11.024Z,View variant,2020-10-17 12:36:11 (PDT),105901.0,3.0,lecture/privacy,1029.0,3.0,,70901.0,1.0
12,12,215,"{'correct': True, 'submitted_answer': {'t': 'b'}}",2020-10-17T12:36:20-07,blue3,2020-10-17T19:36:20.708Z,Submission,2020-10-17 12:36:20 (PDT),105901.0,3.0,lecture/privacy,1029.0,3.0,110584.0,70901.0,1.0
13,13,215,,2020-10-17T12:36:20-07,green3,2020-10-17T19:36:20.822Z,View variant,2020-10-17 12:36:20 (PDT),105901.0,3.0,lecture/privacy,1029.0,3.0,,70901.0,1.0
14,14,215,"{'params': {'0': [{'key': 'a', 'html': 'Paul Revere practiced <i>selection</i>'}, {'key': 'b', 'html': 'Declarative programming is the most powerful'}, {'key': 'c', 'html': 'Python is considered Turing Complete because it’s easy to use.'}, {'key': 'd', 'html': 'Proving algorithms are <i>correct</i> is easy'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'0': {'key': 'a', 'html': 'Paul Revere practiced <i>selection</i>'}}, 'variant_seed': '4xkivq'}",2020-10-17T12:36:48-07,gray1,2020-10-17T19:36:48.967Z,New variant,2020-10-17 12:36:48 (PDT),105902.0,4.0,lecture/algorithms,1373.0,4.0,,70902.0,1.0
15,15,215,,2020-10-17T12:36:49-07,green3,2020-10-17T19:36:49.009Z,View variant,2020-10-17 12:36:49 (PDT),105902.0,4.0,lecture/algorithms,1373.0,4.0,,70902.0,1.0
16,16,215,"{'correct': None, 'submitted_answer': {'0': 'e'}}",2020-10-17T12:37:51-07,blue3,2020-10-17T19:37:51.084Z,Submission,2020-10-17 12:37:51 (PDT),105902.0,4.0,lecture/algorithms,1373.0,4.0,110587.0,70902.0,1.0
17,17,215,,2020-10-17T12:37:51-07,green3,2020-10-17T19:37:51.189Z,View variant,2020-10-17 12:37:51 (PDT),105902.0,4.0,lecture/algorithms,1373.0,4.0,,70902.0,1.0
18,18,215,,2020-10-17T12:38:12-07,green1,2020-10-17T19:38:12.358Z,View assessment overview,2020-10-17 12:38:12 (PDT),,,,,,,,
19,19,215,,2020-10-17T12:38:16-07,green3,2020-10-17T19:38:16.377Z,View variant,2020-10-17 12:38:16 (PDT),105899.0,1.0,PLEDGE,1046.0,1.0,,70889.0,1.0
20,20,215,,2020-10-17T12:38:37-07,green1,2020-10-17T19:38:37.804Z,View assessment overview,2020-10-17 12:38:37 (PDT),,,,,,,,
21,21,215,,2020-10-17T12:38:39-07,green3,2020-10-17T19:38:39.692Z,View variant,2020-10-17 12:38:39 (PDT),105902.0,4.0,lecture/algorithms,1373.0,4.0,,70902.0,1.0
22,22,215,"{'correct': True, 'submitted_answer': {'0': 'a'}}",2020-10-17T12:40:05-07,blue3,2020-10-17T19:40:05.075Z,Submission,2020-10-17 12:40:05 (PDT),105902.0,4.0,lecture/algorithms,1373.0,4.0,110595.0,70902.0,1.0
23,23,215,,2020-10-17T12:40:05-07,green3,2020-10-17T19:40:05.189Z,View variant,2020-10-17 12:40:05 (PDT),105902.0,4.0,lecture/algorithms,1373.0,4.0,,70902.0,1.0
24,24,215,,2020-10-17T12:40:43-07,green1,2020-10-17T19:40:43.404Z,View assessment overview,2020-10-17 12:40:43 (PDT),,,,,,,,
25,25,215,,2020-10-17T12:40:45-07,green3,2020-10-17T19:40:45.897Z,View variant,2020-10-17 12:40:45 (PDT),105901.0,3.0,lecture/privacy,1029.0,3.0,,70901.0,1.0
26,26,215,,2020-10-17T12:45:10-07,green1,2020-10-17T19:45:10.162Z,View assessment overview,2020-10-17 12:45:10 (PDT),,,,,,,,
27,27,215,,2020-10-17T12:45:14-07,green3,2020-10-17T19:45:14.515Z,View variant,2020-10-17 12:45:14 (PDT),105899.0,1.0,PLEDGE,1046.0,1.0,,70889.0,1.0
28,28,215,,2020-10-17T12:45:25-07,green1,2020-10-17T19:45:25.911Z,View assessment overview,2020-10-17 12:45:25 (PDT),,,,,,,,
29,29,215,"{'params': {'0': [{'key': 'a', 'html': 'If <pl-figure file-name=""remove-duplicate-6232.png"" inline=""true"" width=""250""></pl-figure> returns <pl-figure file-name=""list-623.png"" inline=""true"" width=""120""></pl-figure> we know our code is written correctly'}, {'key': 'b', 'html': 'You are not allowed to pass mutable data into reporter blocks'}, {'key': 'c', 'html': 'Based on the spec, <pl-figure file-name=""remove-duplicates.png"" inline=""true"" width=""170""></pl-figure> called on an empty list should return an empty list'}, {'key': 'd', 'html': '<em>Unit tests</em> are where you test ALL your code together, as one big unit.'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'0': {'key': 'c', 'html': 'Based on the spec, <pl-figure file-name=""remove-duplicates.png"" inline=""true"" width=""170""></pl-figure> called on an empty list should return an empty list'}}, 'variant_seed': '2ccz49'}",2020-10-17T12:45:28-07,gray1,2020-10-17T19:45:28.933Z,New variant,2020-10-17 12:45:28 (PDT),105903.0,5.0,lecture/testing+2048,1375.0,5.0,,70958.0,1.0
30,30,215,,2020-10-17T12:45:28-07,green3,2020-10-17T19:45:28.991Z,View variant,2020-10-17 12:45:28 (PDT),105903.0,5.0,lecture/testing+2048,1375.0,5.0,,70958.0,1.0
31,31,215,"{'correct': True, 'submitted_answer': {'0': 'c'}}",2020-10-17T12:46:29-07,blue3,2020-10-17T19:46:29.281Z,Submission,2020-10-17 12:46:29 (PDT),105903.0,5.0,lecture/testing+2048,1375.0,5.0,110625.0,70958.0,1.0
32,32,215,,2020-10-17T12:46:29-07,green3,2020-10-17T19:46:29.429Z,View variant,2020-10-17 12:46:29 (PDT),105903.0,5.0,lecture/testing+2048,1375.0,5.0,,70958.0,1.0
33,33,215,"{'params': {'0': [{'key': 'a', 'html': 'According to Prof Brian Harvey, Web Search is the most important use of computers in education so far.'}, {'key': 'b', 'html': 'Augmented Reality (E.g., seeing computer-generated in your field of view, like Google Glass) is the most significant assistive technology available today.'}, {'key': 'c', 'html': 'According to Prof Brian Harvey, Word Processing is the most important use of computers in education so far.'}, {'key': 'd', 'html': 'According to Prof Brian Harvey, Social Networking is the most important use of computers in education so far.'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'0': {'key': 'e', 'html': 'None of the above'}}, 'variant_seed': 'inih2g'}",2020-10-17T12:51:52-07,gray1,2020-10-17T19:51:52.353Z,New variant,2020-10-17 12:51:52 (PDT),105904.0,6.0,lecture/global-impact,1374.0,6.0,,71011.0,1.0
34,34,215,,2020-10-17T12:51:52-07,green3,2020-10-17T19:51:52.395Z,View variant,2020-10-17 12:51:52 (PDT),105904.0,6.0,lecture/global-impact,1374.0,6.0,,71011.0,1.0
35,35,215,"{'correct': None, 'submitted_answer': {'0': 'a'}}",2020-10-17T12:56:42-07,blue3,2020-10-17T19:56:42.150Z,Submission,2020-10-17 12:56:42 (PDT),105904.0,6.0,lecture/global-impact,1374.0,6.0,110696.0,71011.0,1.0
36,36,215,,2020-10-17T12:56:42-07,green3,2020-10-17T19:56:42.260Z,View variant,2020-10-17 12:56:42 (PDT),105904.0,6.0,lecture/global-impact,1374.0,6.0,,71011.0,1.0
37,37,215,"{'params': {'b': [{'key': 'a', 'html': '\n        101001$_{ 2 }$\n    '}, {'key': 'b', 'html': '\n        100111$_{ 2 }$\n    '}, {'key': 'c', 'html': '\n        110001$_{ 2 }$\n    '}, {'key': 'd', 'html': '\n        101111$_{ 2 }$\n    '}, {'key': 'e', 'html': '\n        100011$_{ 2 }$\n    '}, {'key': 'f', 'html': '\n        101011$_{ 2 }$\n    '}, {'key': 'g', 'html': '\n        100101$_{ 2 }$\n    '}, {'key': 'h', 'html': ' \n        101101$_{ 2 }$\n    '}], 'i0': '110001', 'i1': '101111', 'i2': '101011', 'i3': '101001', 'i4': '100111', 'i5': '100101', 'i6': '100011', 'Base1': '16', 'Base2': '10', 'Base3': '2', 'Number1': 5, 'Number2': 9, 'solution': '101101', 'Converted_Number1': '5', 'Converted_Number2': 9}, 'options': {}, 'true_answer': {'b': {'key': 'h', 'html': ' \n        101101$_{ 2 }$\n    '}}, 'variant_seed': '1d4g9p9'}",2020-10-17T13:01:21-07,gray1,2020-10-17T20:01:21.896Z,New variant,2020-10-17 13:01:21 (PDT),105905.0,7.0,number-multiplication,167.0,7.0,,71041.0,1.0
38,38,215,,2020-10-17T13:01:21-07,green3,2020-10-17T20:01:21.951Z,View variant,2020-10-17 13:01:21 (PDT),105905.0,7.0,number-multiplication,167.0,7.0,,71041.0,1.0
39,39,215,"{'correct': True, 'submitted_answer': {'b': 'h'}}",2020-10-17T13:02:44-07,blue3,2020-10-17T20:02:44.296Z,Submission,2020-10-17 13:02:44 (PDT),105905.0,7.0,number-multiplication,167.0,7.0,110734.0,71041.0,1.0
40,40,215,,2020-10-17T13:02:44-07,green3,2020-10-17T20:02:44.409Z,View variant,2020-10-17 13:02:44 (PDT),105905.0,7.0,number-multiplication,167.0,7.0,,71041.0,1.0
41,41,215,"{'params': {'a': [{'key': 'a', 'html': '\n            Functional\n        '}, {'key': 'b', 'html': '\n            Object-Oriented\n        '}, {'key': 'c', 'html': '\n            Imperative\n        '}, {'key': 'd', 'html': ' \n            Declarative\n        '}], 'b': [{'key': 'a', 'html': '\n            Functional\n        '}, {'key': 'b', 'html': ' \n            Declarative\n        '}, {'key': 'c', 'html': '\n            Imperative\n        '}, {'key': 'd', 'html': '\n            Object-Oriented\n        '}], 'c': [{'key': 'a', 'html': '\n            Object-Oriented\n        '}, {'key': 'b', 'html': ' \n            Declarative\n        '}, {'key': 'c', 'html': '\n            Imperative\n        '}, {'key': 'd', 'html': '\n            Functional\n        '}], 'd': [{'key': 'a', 'html': '\n            Object-Oriented\n        '}, {'key': 'b', 'html': ' \n            Declarative\n        '}, {'key': 'c', 'html': '\n            Functional\n        '}, {'key': 'd', 'html': '\n            Imperative\n        '}], 'Answer1': 'Declarative', 'Answer2': 'Object-Oriented', 'Answer3': 'Functional', 'Answer4': 'Imperative', 'Question1': '<pl-figure file-name=""declarative-2.png"" inline=""true"" width=""250""></pl-figure>', 'Question2': '<pl-figure file-name=""oop-1.png"" inline=""true"" width=""250""></pl-figure>', 'Question3': '<pl-figure file-name=""func-1.png"" inline=""true"" width=""250""></pl-figure>', 'Question4': '<pl-figure file-name=""imperative-2.png"" inline=""true"" width=""250""></pl-figure>'}, 'options': {}, 'true_answer': {'a': {'key': 'd', 'html': ' \n            Declarative\n        '}, 'b': {'key': 'd', 'html': '\n            Object-Oriented\n        '}, 'c': {'key': 'd', 'html': '\n            Functional\n        '}, 'd': {'key': 'd', 'html': '\n            Imperative\n        '}}, 'variant_seed': '10qqdqe'}",2020-10-17T13:02:47-07,gray1,2020-10-17T20:02:47.410Z,New variant,2020-10-17 13:02:47 (PDT),105906.0,8.0,programming-paradigm,168.0,8.0,,71048.0,1.0
42,42,215,,2020-10-17T13:02:47-07,green3,2020-10-17T20:02:47.513Z,View variant,2020-10-17 13:02:47 (PDT),105906.0,8.0,programming-paradigm,168.0,8.0,,71048.0,1.0
43,43,215,"{'correct': True, 'submitted_answer': {'a': 'd', 'b': 'd', 'c': 'd', 'd': 'd'}}",2020-10-17T13:03:22-07,blue3,2020-10-17T20:03:22.712Z,Submission,2020-10-17 13:03:22 (PDT),105906.0,8.0,programming-paradigm,168.0,8.0,110736.0,71048.0,1.0
44,44,215,,2020-10-17T13:03:22-07,green3,2020-10-17T20:03:22.888Z,View variant,2020-10-17 13:03:22 (PDT),105906.0,8.0,programming-paradigm,168.0,8.0,,71048.0,1.0
45,45,215,"{'params': {'a0': '$A \\times B^B$', 'a1': '$B^A$', 'a2': '$A \\times B^2$', 'a3': '$B^2$', 'a4': '$A \\times B^A$', 'a5': '$A \\times A^B$', 'acc': [{'key': 'a', 'html': '$B^2$'}, {'key': 'b', 'html': 'Infinite Loop'}, {'key': 'c', 'html': '$A \\times B^A$'}, {'key': 'd', 'html': '$B^A$'}, {'key': 'e', 'html': 'Error'}, {'key': 'f', 'html': '$A \\times A^B$'}, {'key': 'g', 'html': '$A \\times B^B$'}, {'key': 'h', 'html': '$A \\times B^2$'}, {'key': 'i', 'html': 'The sum of all the numbers from A to B'}], 'code': 'times1.png'}, 'options': {}, 'true_answer': {'acc': {'key': 'g', 'html': '$A \\times B^B$'}}, 'variant_seed': '9tse1u'}",2020-10-17T13:03:29-07,gray1,2020-10-17T20:03:29.602Z,New variant,2020-10-17 13:03:29 (PDT),105907.0,9.0,snap/iteration/mystery-equation-v2,214.0,9.0,,71050.0,1.0
46,46,215,,2020-10-17T13:03:29-07,green3,2020-10-17T20:03:29.655Z,View variant,2020-10-17 13:03:29 (PDT),105907.0,9.0,snap/iteration/mystery-equation-v2,214.0,9.0,,71050.0,1.0
47,47,215,"{'correct': True, 'submitted_answer': {'acc': 'g'}}",2020-10-17T13:06:05-07,blue3,2020-10-17T20:06:05.103Z,Submission,2020-10-17 13:06:05 (PDT),105907.0,9.0,snap/iteration/mystery-equation-v2,214.0,9.0,110747.0,71050.0,1.0
48,48,215,,2020-10-17T13:06:05-07,green3,2020-10-17T20:06:05.228Z,View variant,2020-10-17 13:06:05 (PDT),105907.0,9.0,snap/iteration/mystery-equation-v2,214.0,9.0,,71050.0,1.0
49,49,215,"{'params': {'0': [{'key': 'a', 'html': '<pl-figure file-name=""combine-L-length.png"" inline=""true"" width=""450""></pl-figure>'}, {'key': 'b', 'html': '<pl-figure file-name=""correct.png"" inline=""true"" width=""450""></pl-figure>'}, {'key': 'c', 'html': '<pl-figure file-name=""length-text-L&gt;4.png"" inline=""true"" width=""300""></pl-figure>'}, {'key': 'd', 'html': '<pl-figure file-name=""map-length&gt;4.png"" inline=""true"" width=""450""></pl-figure>'}, {'key': 'e', 'html': '<pl-figure file-name=""keep-&gt;4-from-length.png"" inline=""true"" width=""450""></pl-figure>'}], '1': [{'key': 'a', 'html': '<pl-figure file-name=""keep-words-L.png"" inline=""true"" width=""450""></pl-figure>'}, {'key': 'b', 'html': '<pl-figure file-name=""map-words-L.png"" inline=""true"" width=""450""></pl-figure>'}, {'key': 'c', 'html': '<pl-figure file-name=""map-list-words-L.png"" inline=""true"" width=""450""></pl-figure>'}, {'key': 'd', 'html': '<pl-figure file-name=""map-L-words.png"" inline=""true"" width=""450""></pl-figure>'}, {'key': 'e', 'html': '<pl-figure file-name=""combine-L-words.png"" inline=""true"" width=""450""></pl-figure>'}]}, 'options': {}, 'true_answer': {'0': {'key': 'b', 'html': '<pl-figure file-name=""correct.png"" inline=""true"" width=""450""></pl-figure>'}, '1': {'key': 'b', 'html': '<pl-figure file-name=""map-words-L.png"" inline=""true"" width=""450""></pl-figure>'}}, 'variant_seed': '1nnhleq'}",2020-10-17T13:06:49-07,gray1,2020-10-17T20:06:49.237Z,New variant,2020-10-17 13:06:49 (PDT),105908.0,10.0,snap/HOFs/map-keep,1378.0,10.0,,71067.0,1.0
50,50,215,,2020-10-17T13:06:49-07,green3,2020-10-17T20:06:49.338Z,View variant,2020-10-17 13:06:49 (PDT),105908.0,10.0,snap/HOFs/map-keep,1378.0,10.0,,71067.0,1.0
51,51,215,"{'correct': None, 'submitted_answer': {'0': 'b', '1': 'a'}}",2020-10-17T13:15:02-07,blue3,2020-10-17T20:15:02.441Z,Submission,2020-10-17 13:15:02 (PDT),105908.0,10.0,snap/HOFs/map-keep,1378.0,10.0,110801.0,71067.0,1.0
52,52,215,,2020-10-17T13:15:02-07,green3,2020-10-17T20:15:02.657Z,View variant,2020-10-17 13:15:02 (PDT),105908.0,10.0,snap/HOFs/map-keep,1378.0,10.0,,71067.0,1.0
53,53,215,"{'correct': True, 'submitted_answer': {'0': 'b', '1': 'b'}}",2020-10-17T13:18:11-07,blue3,2020-10-17T20:18:11.968Z,Submission,2020-10-17 13:18:11 (PDT),105908.0,10.0,snap/HOFs/map-keep,1378.0,10.0,110842.0,71067.0,1.0
54,54,215,,2020-10-17T13:18:12-07,green3,2020-10-17T20:18:12.171Z,View variant,2020-10-17 13:18:12 (PDT),105908.0,10.0,snap/HOFs/map-keep,1378.0,10.0,,71067.0,1.0
