,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,80,,2020-10-19T09:41:31-07,gray3,2020-10-19T16:41:31.962Z,Begin,2020-10-19 09:41:31 (PDT),,,,,,,,
1,1,80,,2020-10-19T09:41:32-07,green1,2020-10-19T16:41:32.005Z,View assessment overview,2020-10-19 09:41:32 (PDT),,,,,,,,
2,2,80,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '1hufzyk'}",2020-10-19T09:41:39-07,gray1,2020-10-19T16:41:39.879Z,New variant,2020-10-19 09:41:39 (PDT),122416.0,1.0,PLEDGE,1046.0,1.0,,76953.0,1.0
3,3,80,,2020-10-19T09:41:39-07,green3,2020-10-19T16:41:39.920Z,View variant,2020-10-19 09:41:39 (PDT),122416.0,1.0,PLEDGE,1046.0,1.0,,76953.0,1.0
4,4,80,"{'correct': True, 'submitted_answer': {'pledge': 'Sofia Jacqueline Bourche'}}",2020-10-19T09:41:51-07,blue3,2020-10-19T16:41:51.831Z,Submission,2020-10-19 09:41:51 (PDT),122416.0,1.0,PLEDGE,1046.0,1.0,120424.0,76953.0,1.0
5,5,80,,2020-10-19T09:41:51-07,green3,2020-10-19T16:41:51.917Z,View variant,2020-10-19 09:41:51 (PDT),122416.0,1.0,PLEDGE,1046.0,1.0,,76953.0,1.0
6,6,80,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '1hb15l5'}",2020-10-19T09:41:56-07,gray1,2020-10-19T16:41:56.362Z,New variant,2020-10-19 09:41:56 (PDT),122417.0,2.0,SURVEY,1372.0,2.0,,76954.0,1.0
7,7,80,,2020-10-19T09:41:56-07,green3,2020-10-19T16:41:56.402Z,View variant,2020-10-19 09:41:56 (PDT),122417.0,2.0,SURVEY,1372.0,2.0,,76954.0,1.0
8,8,80,"{'correct': None, 'submitted_answer': {'survey': 'Turing'}}",2020-10-19T09:50:27-07,blue3,2020-10-19T16:50:27.212Z,Submission,2020-10-19 09:50:27 (PDT),122417.0,2.0,SURVEY,1372.0,2.0,120452.0,76954.0,1.0
9,9,80,,2020-10-19T09:50:27-07,green3,2020-10-19T16:50:27.291Z,View variant,2020-10-19 09:50:27 (PDT),122417.0,2.0,SURVEY,1372.0,2.0,,76954.0,1.0
10,10,80,"{'correct': True, 'submitted_answer': {'survey': 'Turing'}}",2020-10-19T09:50:36-07,blue3,2020-10-19T16:50:36.799Z,Submission,2020-10-19 09:50:36 (PDT),122417.0,2.0,SURVEY,1372.0,2.0,120454.0,76954.0,1.0
