,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,204,,2020-10-16T21:52:07-07,gray3,2020-10-17T04:52:07.571Z,Begin,2020-10-16 21:52:07 (PDT),,,,,,,,
1,1,204,,2020-10-16T21:52:07-07,green1,2020-10-17T04:52:07.628Z,View assessment overview,2020-10-16 21:52:07 (PDT),,,,,,,,
2,2,204,"{'params': {'c1': [{'key': 'a', 'html': 'True'}, {'key': 'b', 'html': 'False'}], 'c2': [{'key': 'a', 'html': 'True'}, {'key': 'b', 'html': 'False'}], 'c3': [{'key': 'a', 'html': 'True'}, {'key': 'b', 'html': 'False'}], 'turn': 'left', 'direction': 'left'}, 'options': {}, 'true_answer': {'b8': 'checked', 'c1': {'key': 'a', 'html': 'True'}, 'c2': {'key': 'a', 'html': 'True'}, 'c3': {'key': 'b', 'html': 'False'}, 'a13': 'checked', 'a17': 'checked', 'b12': 'checked', 'b18': 'checked'}, 'variant_seed': 'fibiqs'}",2020-10-16T21:52:45-07,gray1,2020-10-17T04:52:45.125Z,New variant,2020-10-16 21:52:45 (PDT),103403.0,15.0,snap/logical-procedures/roboto,1380.0,14.0,,70054.0,1.0
3,3,204,,2020-10-16T21:52:45-07,green3,2020-10-17T04:52:45.278Z,View variant,2020-10-16 21:52:45 (PDT),103403.0,15.0,snap/logical-procedures/roboto,1380.0,14.0,,70054.0,1.0
4,4,204,,2020-10-16T22:52:08-07,gray3,2020-10-17T05:52:08.276Z,Close,2020-10-16 22:52:08 (PDT),,,,,,,,
5,5,204,,2020-10-16T22:52:08-07,green1,2020-10-17T05:52:08.326Z,View assessment overview,2020-10-16 22:52:08 (PDT),,,,,,,,
6,6,204,,2020-10-17T00:50:04-07,green1,2020-10-17T07:50:04.527Z,View assessment overview,2020-10-17 00:50:04 (PDT),,,,,,,,
7,7,204,,2020-10-17T18:45:20-07,green1,2020-10-18T01:45:20.657Z,View assessment overview,2020-10-17 18:45:20 (PDT),,,,,,,,
8,8,204,,2020-10-19T19:51:26-07,green1,2020-10-20T02:51:26.501Z,View assessment overview,2020-10-19 19:51:26 (PDT),,,,,,,,
9,9,204,"{'points': 2, 'correct': None, 'max_points': 2, 'score_perc': 100}",2020-10-20T00:09:15-07,brown1,2020-10-20T07:09:15.269Z,Score question,2020-10-20 00:09:15 (PDT),103409.0,6.0,lecture/global-impact,1374.0,6.0,,,
10,10,204,"{'points': 2, 'max_points': 65, 'score_perc': 0}",2020-10-20T00:09:15-07,brown3,2020-10-20T07:09:15.269Z,Score assessment,2020-10-20 00:09:15 (PDT),,,,,,,,
11,11,204,,2020-10-20T00:21:45-07,green1,2020-10-20T07:21:45.775Z,View assessment overview,2020-10-20 00:21:45 (PDT),,,,,,,,
12,12,204,,2020-12-15T01:23:09-08,green1,2020-12-15T09:23:09.710Z,View assessment overview,2020-12-15 01:23:09 (PST),,,,,,,,
13,13,204,,2020-12-15T01:23:15-08,green1,2020-12-15T09:23:15.028Z,View assessment overview,2020-12-15 01:23:15 (PST),,,,,,,,
