,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,101,,2020-10-17T00:49:10-07,gray3,2020-10-17T07:49:10.951Z,Begin,2020-10-17 00:49:10 (PDT),,,,,,,,
1,1,101,,2020-10-17T00:49:11-07,green1,2020-10-17T07:49:11.020Z,View assessment overview,2020-10-17 00:49:11 (PDT),,,,,,,,
2,2,101,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '1rmcvsy'}",2020-10-17T00:49:18-07,gray1,2020-10-17T07:49:18.986Z,New variant,2020-10-17 00:49:18 (PDT),103878.0,1.0,PLEDGE,1046.0,1.0,,70190.0,1.0
3,3,101,,2020-10-17T00:49:19-07,green3,2020-10-17T07:49:19.029Z,View variant,2020-10-17 00:49:19 (PDT),103878.0,1.0,PLEDGE,1046.0,1.0,,70190.0,1.0
4,4,101,"{'correct': True, 'submitted_answer': {'pledge': 'Gaoyu Dong'}}",2020-10-17T00:49:28-07,blue3,2020-10-17T07:49:28.554Z,Submission,2020-10-17 00:49:28 (PDT),103878.0,1.0,PLEDGE,1046.0,1.0,109289.0,70190.0,1.0
5,5,101,,2020-10-17T00:49:28-07,green3,2020-10-17T07:49:28.654Z,View variant,2020-10-17 00:49:28 (PDT),103878.0,1.0,PLEDGE,1046.0,1.0,,70190.0,1.0
6,6,101,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '1lktom7'}",2020-10-17T00:49:31-07,gray1,2020-10-17T07:49:31.708Z,New variant,2020-10-17 00:49:31 (PDT),103879.0,2.0,SURVEY,1372.0,2.0,,70191.0,1.0
7,7,101,,2020-10-17T00:49:31-07,green3,2020-10-17T07:49:31.749Z,View variant,2020-10-17 00:49:31 (PDT),103879.0,2.0,SURVEY,1372.0,2.0,,70191.0,1.0
8,8,101,"{'correct': True, 'submitted_answer': {'survey': 'Turing'}}",2020-10-17T00:49:56-07,blue3,2020-10-17T07:49:56.644Z,Submission,2020-10-17 00:49:56 (PDT),103879.0,2.0,SURVEY,1372.0,2.0,109291.0,70191.0,1.0
9,9,101,,2020-10-17T00:49:56-07,green3,2020-10-17T07:49:56.748Z,View variant,2020-10-17 00:49:56 (PDT),103879.0,2.0,SURVEY,1372.0,2.0,,70191.0,1.0
