,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,268,,2020-10-19T15:31:55-07,gray3,2020-10-19T22:31:55.336Z,Begin,2020-10-19 15:31:55 (PDT),,,,,,,,
1,1,268,,2020-10-19T15:31:55-07,green1,2020-10-19T22:31:55.396Z,View assessment overview,2020-10-19 15:31:55 (PDT),,,,,,,,
2,2,268,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '5rg9fu'}",2020-10-19T15:31:58-07,gray1,2020-10-19T22:31:58.945Z,New variant,2020-10-19 15:31:58 (PDT),124929.0,1.0,PLEDGE,1046.0,1.0,,77756.0,1.0
3,3,268,,2020-10-19T15:31:58-07,green3,2020-10-19T22:31:58.989Z,View variant,2020-10-19 15:31:58 (PDT),124929.0,1.0,PLEDGE,1046.0,1.0,,77756.0,1.0
4,4,268,"{'correct': True, 'submitted_answer': {'pledge': 'Ahmed Alami'}}",2020-10-19T15:32:26-07,blue3,2020-10-19T22:32:26.286Z,Submission,2020-10-19 15:32:26 (PDT),124929.0,1.0,PLEDGE,1046.0,1.0,121838.0,77756.0,1.0
5,5,268,,2020-10-19T15:32:26-07,green3,2020-10-19T22:32:26.391Z,View variant,2020-10-19 15:32:26 (PDT),124929.0,1.0,PLEDGE,1046.0,1.0,,77756.0,1.0
6,6,268,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '1s1omko'}",2020-10-19T15:32:29-07,gray1,2020-10-19T22:32:29.038Z,New variant,2020-10-19 15:32:29 (PDT),124930.0,2.0,SURVEY,1372.0,2.0,,77758.0,1.0
7,7,268,,2020-10-19T15:32:29-07,green3,2020-10-19T22:32:29.079Z,View variant,2020-10-19 15:32:29 (PDT),124930.0,2.0,SURVEY,1372.0,2.0,,77758.0,1.0
8,8,268,"{'correct': True, 'submitted_answer': {'survey': 'Turing'}}",2020-10-19T15:36:07-07,blue3,2020-10-19T22:36:07.856Z,Submission,2020-10-19 15:36:07 (PDT),124930.0,2.0,SURVEY,1372.0,2.0,121847.0,77758.0,1.0
9,9,268,,2020-10-19T15:36:07-07,green3,2020-10-19T22:36:07.957Z,View variant,2020-10-19 15:36:07 (PDT),124930.0,2.0,SURVEY,1372.0,2.0,,77758.0,1.0
10,10,268,"{'params': {'t': [{'key': 'a', 'html': 'If you share something online accidentally, but quickly delete it, you still have control over that information'}, {'key': 'b', 'html': 'The online world and the real world are different, so as long as your username doesn’t tell anything about you, you don’t put anything about yourself in your online “profile” (e.g., photo, address, etc), and what you post isn’t connected to you, you can safely remain anonymous online'}, {'key': 'c', 'html': 'With the right software and configuration, you can be anonymous when you’re online.'}, {'key': 'd', 'html': 'By default, all data on the internet is encrypted and secure.'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'t': {'key': 'e', 'html': 'None of the above'}}, 'variant_seed': '4cme0s'}",2020-10-19T15:36:09-07,gray1,2020-10-19T22:36:09.874Z,New variant,2020-10-19 15:36:09 (PDT),124931.0,3.0,lecture/privacy,1029.0,3.0,,77764.0,1.0
11,11,268,,2020-10-19T15:36:09-07,green3,2020-10-19T22:36:09.915Z,View variant,2020-10-19 15:36:09 (PDT),124931.0,3.0,lecture/privacy,1029.0,3.0,,77764.0,1.0
12,12,268,"{'correct': True, 'submitted_answer': {'t': 'e'}}",2020-10-19T15:36:47-07,blue3,2020-10-19T22:36:47.122Z,Submission,2020-10-19 15:36:47 (PDT),124931.0,3.0,lecture/privacy,1029.0,3.0,121848.0,77764.0,1.0
13,13,268,,2020-10-19T15:36:47-07,green3,2020-10-19T22:36:47.229Z,View variant,2020-10-19 15:36:47 (PDT),124931.0,3.0,lecture/privacy,1029.0,3.0,,77764.0,1.0
14,14,268,"{'params': {'0': [{'key': 'a', 'html': 'Python is considered Turing Complete because it’s easy to use.'}, {'key': 'b', 'html': 'Paul Revere practiced <i>selection</i>'}, {'key': 'c', 'html': 'Proving algorithms are <i>correct</i> is easy'}, {'key': 'd', 'html': 'Python is considered Turing Complete because it was authored by a Turing Award winner.'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'0': {'key': 'b', 'html': 'Paul Revere practiced <i>selection</i>'}}, 'variant_seed': '16v93ug'}",2020-10-19T15:37:35-07,gray1,2020-10-19T22:37:35.434Z,New variant,2020-10-19 15:37:35 (PDT),124932.0,4.0,lecture/algorithms,1373.0,4.0,,77768.0,1.0
15,15,268,,2020-10-19T15:37:35-07,green3,2020-10-19T22:37:35.487Z,View variant,2020-10-19 15:37:35 (PDT),124932.0,4.0,lecture/algorithms,1373.0,4.0,,77768.0,1.0
16,16,268,"{'correct': True, 'submitted_answer': {'0': 'b'}}",2020-10-19T15:40:21-07,blue3,2020-10-19T22:40:21.616Z,Submission,2020-10-19 15:40:21 (PDT),124932.0,4.0,lecture/algorithms,1373.0,4.0,121871.0,77768.0,1.0
