,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,70,,2020-10-17T14:32:00-07,gray3,2020-10-17T21:32:00.228Z,Begin,2020-10-17 14:32:00 (PDT),,,,,,,,
1,1,70,,2020-10-17T14:32:00-07,green1,2020-10-17T21:32:00.260Z,View assessment overview,2020-10-17 14:32:00 (PDT),,,,,,,,
2,2,70,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '1xvdr3b'}",2020-10-17T14:32:10-07,gray1,2020-10-17T21:32:10.680Z,New variant,2020-10-17 14:32:10 (PDT),107285.0,1.0,PLEDGE,1046.0,1.0,,71398.0,1.0
3,3,70,,2020-10-17T14:32:10-07,green3,2020-10-17T21:32:10.722Z,View variant,2020-10-17 14:32:10 (PDT),107285.0,1.0,PLEDGE,1046.0,1.0,,71398.0,1.0
4,4,70,"{'correct': True, 'submitted_answer': {'pledge': 'Tyler Kurth '}}",2020-10-17T14:32:15-07,blue3,2020-10-17T21:32:15.990Z,Submission,2020-10-17 14:32:15 (PDT),107285.0,1.0,PLEDGE,1046.0,1.0,111223.0,71398.0,1.0
5,5,70,,2020-10-17T14:32:16-07,green3,2020-10-17T21:32:16.069Z,View variant,2020-10-17 14:32:16 (PDT),107285.0,1.0,PLEDGE,1046.0,1.0,,71398.0,1.0
6,6,70,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '82gw2k'}",2020-10-17T14:32:17-07,gray1,2020-10-17T21:32:17.545Z,New variant,2020-10-17 14:32:17 (PDT),107286.0,2.0,SURVEY,1372.0,2.0,,71400.0,1.0
7,7,70,,2020-10-17T14:32:17-07,green3,2020-10-17T21:32:17.589Z,View variant,2020-10-17 14:32:17 (PDT),107286.0,2.0,SURVEY,1372.0,2.0,,71400.0,1.0
8,8,70,"{'correct': None, 'submitted_answer': {'survey': 'turing '}}",2020-10-17T14:41:44-07,blue3,2020-10-17T21:41:44.135Z,Submission,2020-10-17 14:41:44 (PDT),107286.0,2.0,SURVEY,1372.0,2.0,111277.0,71400.0,1.0
9,9,70,,2020-10-17T14:41:44-07,green3,2020-10-17T21:41:44.205Z,View variant,2020-10-17 14:41:44 (PDT),107286.0,2.0,SURVEY,1372.0,2.0,,71400.0,1.0
10,10,70,"{'params': {'t': [{'key': 'a', 'html': 'By default, all data on the internet is encrypted and secure.'}, {'key': 'b', 'html': 'If you share something online accidentally, but quickly delete it, you still have control over that information'}, {'key': 'c', 'html': 'Once something is shared (via social media), it has the potential for near-instant worldwide distribution.'}, {'key': 'd', 'html': 'You can avoid having an information footprint simply by not going online and avoiding using digital devices'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'t': {'key': 'c', 'html': 'Once something is shared (via social media), it has the potential for near-instant worldwide distribution.'}}, 'variant_seed': 'rrxhfe'}",2020-10-17T14:41:45-07,gray1,2020-10-17T21:41:45.082Z,New variant,2020-10-17 14:41:45 (PDT),107287.0,3.0,lecture/privacy,1029.0,3.0,,71433.0,1.0
11,11,70,,2020-10-17T14:41:45-07,green3,2020-10-17T21:41:45.121Z,View variant,2020-10-17 14:41:45 (PDT),107287.0,3.0,lecture/privacy,1029.0,3.0,,71433.0,1.0
12,12,70,"{'correct': True, 'submitted_answer': {'t': 'c'}}",2020-10-17T14:42:08-07,blue3,2020-10-17T21:42:08.395Z,Submission,2020-10-17 14:42:08 (PDT),107287.0,3.0,lecture/privacy,1029.0,3.0,111280.0,71433.0,1.0
13,13,70,,2020-10-17T14:42:08-07,green3,2020-10-17T21:42:08.471Z,View variant,2020-10-17 14:42:08 (PDT),107287.0,3.0,lecture/privacy,1029.0,3.0,,71433.0,1.0
14,14,70,"{'params': {'0': [{'key': 'a', 'html': 'Python is considered Turing Complete because it can be used to write a programming language.'}, {'key': 'b', 'html': 'Proving algorithms are <i>correct</i> is easy'}, {'key': 'c', 'html': 'Python is considered Turing Complete because it’s easy to use.'}, {'key': 'd', 'html': 'You learned your first algorithm before you could speak'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'0': {'key': 'd', 'html': 'You learned your first algorithm before you could speak'}}, 'variant_seed': '1jql3s8'}",2020-10-17T14:42:14-07,gray1,2020-10-17T21:42:14.089Z,New variant,2020-10-17 14:42:14 (PDT),107288.0,4.0,lecture/algorithms,1373.0,4.0,,71438.0,1.0
15,15,70,,2020-10-17T14:42:14-07,green3,2020-10-17T21:42:14.141Z,View variant,2020-10-17 14:42:14 (PDT),107288.0,4.0,lecture/algorithms,1373.0,4.0,,71438.0,1.0
16,16,70,"{'correct': True, 'submitted_answer': {'0': 'd'}}",2020-10-17T14:42:32-07,blue3,2020-10-17T21:42:32.534Z,Submission,2020-10-17 14:42:32 (PDT),107288.0,4.0,lecture/algorithms,1373.0,4.0,111285.0,71438.0,1.0
17,17,70,,2020-10-17T14:42:32-07,green3,2020-10-17T21:42:32.727Z,View variant,2020-10-17 14:42:32 (PDT),107288.0,4.0,lecture/algorithms,1373.0,4.0,,71438.0,1.0
