,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,86,,2020-10-18T20:31:02-07,gray3,2020-10-19T03:31:02.376Z,Begin,2020-10-18 20:31:02 (PDT),,,,,,,,
1,1,86,,2020-10-18T20:31:02-07,green1,2020-10-19T03:31:02.498Z,View assessment overview,2020-10-18 20:31:02 (PDT),,,,,,,,
2,2,86,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': 'i9e795'}",2020-10-18T20:31:05-07,gray1,2020-10-19T03:31:05.377Z,New variant,2020-10-18 20:31:05 (PDT),119141.0,1.0,PLEDGE,1046.0,1.0,,75646.0,1.0
3,3,86,,2020-10-18T20:31:05-07,green3,2020-10-19T03:31:05.421Z,View variant,2020-10-18 20:31:05 (PDT),119141.0,1.0,PLEDGE,1046.0,1.0,,75646.0,1.0
4,4,86,"{'correct': True, 'submitted_answer': {'pledge': 'Joanna Lee'}}",2020-10-19T02:57:55-07,blue3,2020-10-19T09:57:55.545Z,Submission,2020-10-19 02:57:55 (PDT),119141.0,1.0,PLEDGE,1046.0,1.0,119549.0,75646.0,1.0
5,5,86,,2020-10-19T02:57:55-07,green3,2020-10-19T09:57:55.706Z,View variant,2020-10-19 02:57:55 (PDT),119141.0,1.0,PLEDGE,1046.0,1.0,,75646.0,1.0
6,6,86,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': 'mf28af'}",2020-10-19T02:58:10-07,gray1,2020-10-19T09:58:10.359Z,New variant,2020-10-19 02:58:10 (PDT),119142.0,2.0,SURVEY,1372.0,2.0,,76521.0,1.0
7,7,86,,2020-10-19T02:58:10-07,green3,2020-10-19T09:58:10.404Z,View variant,2020-10-19 02:58:10 (PDT),119142.0,2.0,SURVEY,1372.0,2.0,,76521.0,1.0
8,8,86,"{'correct': True, 'submitted_answer': {'survey': 'Turing'}}",2020-10-19T03:23:10-07,blue3,2020-10-19T10:23:10.870Z,Submission,2020-10-19 03:23:10 (PDT),119142.0,2.0,SURVEY,1372.0,2.0,119616.0,76521.0,1.0
9,9,86,,2020-10-19T03:23:11-07,green3,2020-10-19T10:23:11.019Z,View variant,2020-10-19 03:23:11 (PDT),119142.0,2.0,SURVEY,1372.0,2.0,,76521.0,1.0
10,10,86,"{'params': {'t': [{'key': 'a', 'html': 'Thankfully, there are many entities (e.g., the government, your school, your employer, your bank, etc.) looking out for your privacy, so you don’t have to actively maintain it.'}, {'key': 'b', 'html': 'The online world and the physical world are separate.'}, {'key': 'c', 'html': 'The online world is inseparable from the real world'}, {'key': 'd', 'html': 'With the right software and configuration, you can be anonymous when you’re online.'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'t': {'key': 'c', 'html': 'The online world is inseparable from the real world'}}, 'variant_seed': '18fw2uq'}",2020-10-19T03:23:15-07,gray1,2020-10-19T10:23:15.435Z,New variant,2020-10-19 03:23:15 (PDT),119143.0,3.0,lecture/privacy,1029.0,3.0,,76537.0,1.0
11,11,86,,2020-10-19T03:23:15-07,green3,2020-10-19T10:23:15.475Z,View variant,2020-10-19 03:23:15 (PDT),119143.0,3.0,lecture/privacy,1029.0,3.0,,76537.0,1.0
12,12,86,,2020-10-19T03:23:28-07,green1,2020-10-19T10:23:28.648Z,View assessment overview,2020-10-19 03:23:28 (PDT),,,,,,,,
13,13,86,"{'params': {'0': [{'key': 'a', 'html': 'Algorithms can <i>adapt</i>, like a living thing'}, {'key': 'b', 'html': 'Python is considered Turing Complete because it can be used to write a programming language.'}, {'key': 'c', 'html': 'Proving algorithms are <i>correct</i> is easy'}, {'key': 'd', 'html': 'Functional programming is the most powerful'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'0': {'key': 'a', 'html': 'Algorithms can <i>adapt</i>, like a living thing'}}, 'variant_seed': 'q2t8wc'}",2020-10-19T03:23:32-07,gray1,2020-10-19T10:23:32.016Z,New variant,2020-10-19 03:23:32 (PDT),119144.0,4.0,lecture/algorithms,1373.0,4.0,,76538.0,1.0
14,14,86,,2020-10-19T03:23:32-07,green3,2020-10-19T10:23:32.062Z,View variant,2020-10-19 03:23:32 (PDT),119144.0,4.0,lecture/algorithms,1373.0,4.0,,76538.0,1.0
15,15,86,,2020-10-19T03:23:39-07,green1,2020-10-19T10:23:39.522Z,View assessment overview,2020-10-19 03:23:39 (PDT),,,,,,,,
