,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,5,,2020-10-19T06:00:45-07,gray3,2020-10-19T13:00:45.775Z,Begin,2020-10-19 06:00:45 (PDT),,,,,,,,
1,1,5,,2020-10-19T06:00:46-07,green1,2020-10-19T13:00:46.007Z,View assessment overview,2020-10-19 06:00:46 (PDT),,,,,,,,
2,2,5,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': 'ixshlp'}",2020-10-19T06:01:30-07,gray1,2020-10-19T13:01:30.375Z,New variant,2020-10-19 06:01:30 (PDT),122030.0,1.0,PLEDGE,1046.0,1.0,,76793.0,1.0
3,3,5,,2020-10-19T06:01:30-07,green3,2020-10-19T13:01:30.434Z,View variant,2020-10-19 06:01:30 (PDT),122030.0,1.0,PLEDGE,1046.0,1.0,,76793.0,1.0
4,4,5,"{'correct': True, 'submitted_answer': {'pledge': 'Ang Kian Guan'}}",2020-10-19T06:02:11-07,blue3,2020-10-19T13:02:11.755Z,Submission,2020-10-19 06:02:11 (PDT),122030.0,1.0,PLEDGE,1046.0,1.0,120013.0,76793.0,1.0
5,5,5,,2020-10-19T06:02:12-07,green3,2020-10-19T13:02:12.079Z,View variant,2020-10-19 06:02:12 (PDT),122030.0,1.0,PLEDGE,1046.0,1.0,,76793.0,1.0
6,6,5,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '1vgadod'}",2020-10-19T06:02:15-07,gray1,2020-10-19T13:02:15.357Z,New variant,2020-10-19 06:02:15 (PDT),122031.0,2.0,SURVEY,1372.0,2.0,,76795.0,1.0
7,7,5,,2020-10-19T06:02:15-07,green3,2020-10-19T13:02:15.411Z,View variant,2020-10-19 06:02:15 (PDT),122031.0,2.0,SURVEY,1372.0,2.0,,76795.0,1.0
8,8,5,"{'correct': True, 'submitted_answer': {'survey': '""Turing.""'}}",2020-10-19T06:02:53-07,blue3,2020-10-19T13:02:53.630Z,Submission,2020-10-19 06:02:53 (PDT),122031.0,2.0,SURVEY,1372.0,2.0,120016.0,76795.0,1.0
9,9,5,,2020-10-19T06:02:53-07,green3,2020-10-19T13:02:53.929Z,View variant,2020-10-19 06:02:53 (PDT),122031.0,2.0,SURVEY,1372.0,2.0,,76795.0,1.0
