,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,237,,2020-10-17T11:43:38-07,gray3,2020-10-17T18:43:38.813Z,Begin,2020-10-17 11:43:38 (PDT),,,,,,,,
1,1,237,,2020-10-17T11:43:38-07,green1,2020-10-17T18:43:38.862Z,View assessment overview,2020-10-17 11:43:38 (PDT),,,,,,,,
2,2,237,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '15ecpae'}",2020-10-17T11:43:43-07,gray1,2020-10-17T18:43:43.329Z,New variant,2020-10-17 11:43:43 (PDT),105554.0,1.0,PLEDGE,1046.0,1.0,,70786.0,1.0
3,3,237,,2020-10-17T11:43:43-07,green3,2020-10-17T18:43:43.372Z,View variant,2020-10-17 11:43:43 (PDT),105554.0,1.0,PLEDGE,1046.0,1.0,,70786.0,1.0
4,4,237,"{'correct': True, 'submitted_answer': {'pledge': 'Richel Kaur Dhaliwal'}}",2020-10-17T11:44:29-07,blue3,2020-10-17T18:44:29.338Z,Submission,2020-10-17 11:44:29 (PDT),105554.0,1.0,PLEDGE,1046.0,1.0,110447.0,70786.0,1.0
5,5,237,,2020-10-17T11:44:29-07,green3,2020-10-17T18:44:29.424Z,View variant,2020-10-17 11:44:29 (PDT),105554.0,1.0,PLEDGE,1046.0,1.0,,70786.0,1.0
6,6,237,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '1e8qq8o'}",2020-10-17T11:44:32-07,gray1,2020-10-17T18:44:32.703Z,New variant,2020-10-17 11:44:32 (PDT),105555.0,2.0,SURVEY,1372.0,2.0,,70788.0,1.0
7,7,237,,2020-10-17T11:44:32-07,green3,2020-10-17T18:44:32.750Z,View variant,2020-10-17 11:44:32 (PDT),105555.0,2.0,SURVEY,1372.0,2.0,,70788.0,1.0
8,8,237,"{'correct': True, 'submitted_answer': {'survey': 'Turing'}}",2020-10-17T11:59:23-07,blue3,2020-10-17T18:59:23.418Z,Submission,2020-10-17 11:59:23 (PDT),105555.0,2.0,SURVEY,1372.0,2.0,110484.0,70788.0,1.0
9,9,237,,2020-10-17T11:59:23-07,green3,2020-10-17T18:59:23.501Z,View variant,2020-10-17 11:59:23 (PDT),105555.0,2.0,SURVEY,1372.0,2.0,,70788.0,1.0
10,10,237,"{'params': {'t': [{'key': 'a', 'html': 'With the right software and configuration, you can be anonymous when you’re online.'}, {'key': 'b', 'html': 'With the right software and configuration, you can effectively “undo” the sharing of content.'}, {'key': 'c', 'html': 'Once something is shared (via social media), it has the potential for near-instant worldwide distribution.'}, {'key': 'd', 'html': 'To remove something that has been shared (via social media), you just have to “unshare” it, and it’s gone from any computer that had originally had access.'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'t': {'key': 'c', 'html': 'Once something is shared (via social media), it has the potential for near-instant worldwide distribution.'}}, 'variant_seed': 'ellfe1'}",2020-10-17T11:59:26-07,gray1,2020-10-17T18:59:26.483Z,New variant,2020-10-17 11:59:26 (PDT),105556.0,3.0,lecture/privacy,1029.0,3.0,,70813.0,1.0
11,11,237,,2020-10-17T11:59:26-07,green3,2020-10-17T18:59:26.525Z,View variant,2020-10-17 11:59:26 (PDT),105556.0,3.0,lecture/privacy,1029.0,3.0,,70813.0,1.0
12,12,237,"{'correct': True, 'submitted_answer': {'t': 'c'}}",2020-10-17T11:59:43-07,blue3,2020-10-17T18:59:43.149Z,Submission,2020-10-17 11:59:43 (PDT),105556.0,3.0,lecture/privacy,1029.0,3.0,110485.0,70813.0,1.0
13,13,237,,2020-10-17T11:59:43-07,green3,2020-10-17T18:59:43.249Z,View variant,2020-10-17 11:59:43 (PDT),105556.0,3.0,lecture/privacy,1029.0,3.0,,70813.0,1.0
