,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,142,,2020-10-18T17:07:36-07,gray3,2020-10-19T00:07:36.762Z,Begin,2020-10-18 17:07:36 (PDT),,,,,,,,
1,1,142,,2020-10-18T17:07:36-07,green1,2020-10-19T00:07:36.805Z,View assessment overview,2020-10-18 17:07:36 (PDT),,,,,,,,
2,2,142,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '1k8xnys'}",2020-10-18T17:07:43-07,gray1,2020-10-19T00:07:43.022Z,New variant,2020-10-18 17:07:43 (PDT),117893.0,1.0,PLEDGE,1046.0,1.0,,75092.0,1.0
3,3,142,,2020-10-18T17:07:43-07,green3,2020-10-19T00:07:43.081Z,View variant,2020-10-18 17:07:43 (PDT),117893.0,1.0,PLEDGE,1046.0,1.0,,75092.0,1.0
4,4,142,"{'correct': True, 'submitted_answer': {'pledge': 'Elvis Miguel Gonzalez Pos'}}",2020-10-18T17:08:02-07,blue3,2020-10-19T00:08:02.949Z,Submission,2020-10-18 17:08:02 (PDT),117893.0,1.0,PLEDGE,1046.0,1.0,116879.0,75092.0,1.0
5,5,142,,2020-10-18T17:08:03-07,green3,2020-10-19T00:08:03.057Z,View variant,2020-10-18 17:08:03 (PDT),117893.0,1.0,PLEDGE,1046.0,1.0,,75092.0,1.0
6,6,142,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': 'txc1l5'}",2020-10-18T17:08:07-07,gray1,2020-10-19T00:08:07.535Z,New variant,2020-10-18 17:08:07 (PDT),117894.0,2.0,SURVEY,1372.0,2.0,,75093.0,1.0
7,7,142,,2020-10-18T17:08:07-07,green3,2020-10-19T00:08:07.594Z,View variant,2020-10-18 17:08:07 (PDT),117894.0,2.0,SURVEY,1372.0,2.0,,75093.0,1.0
8,8,142,"{'correct': True, 'submitted_answer': {'survey': 'Turing'}}",2020-10-18T17:31:54-07,blue3,2020-10-19T00:31:54.787Z,Submission,2020-10-18 17:31:54 (PDT),117894.0,2.0,SURVEY,1372.0,2.0,116987.0,75093.0,1.0
9,9,142,,2020-10-18T17:31:54-07,green3,2020-10-19T00:31:54.905Z,View variant,2020-10-18 17:31:54 (PDT),117894.0,2.0,SURVEY,1372.0,2.0,,75093.0,1.0
10,10,142,"{'params': {'t': [{'key': 'a', 'html': 'To remove something that has been shared (via social media), you just have to “unshare” it, and it’s gone from any computer that had originally had access.'}, {'key': 'b', 'html': 'With the right software and configuration, you can effectively “undo” the sharing of content.'}, {'key': 'c', 'html': 'If you share something online accidentally, but quickly delete it, you still have control over that information'}, {'key': 'd', 'html': 'By default, all data on the internet is encrypted and secure.'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'t': {'key': 'e', 'html': 'None of the above'}}, 'variant_seed': 'npgz4c'}",2020-10-18T17:31:57-07,gray1,2020-10-19T00:31:57.628Z,New variant,2020-10-18 17:31:57 (PDT),117895.0,3.0,lecture/privacy,1029.0,3.0,,75157.0,1.0
