,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,139,,2020-10-17T12:37:45-07,gray3,2020-10-17T19:37:45.323Z,Begin,2020-10-17 12:37:45 (PDT),,,,,,,,
1,1,139,,2020-10-17T12:37:45-07,green1,2020-10-17T19:37:45.370Z,View assessment overview,2020-10-17 12:37:45 (PDT),,,,,,,,
2,2,139,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '1xfvrr7'}",2020-10-17T12:37:54-07,gray1,2020-10-17T19:37:54.096Z,New variant,2020-10-17 12:37:54 (PDT),105948.0,1.0,PLEDGE,1046.0,1.0,,70911.0,1.0
3,3,139,,2020-10-17T12:37:54-07,green3,2020-10-17T19:37:54.138Z,View variant,2020-10-17 12:37:54 (PDT),105948.0,1.0,PLEDGE,1046.0,1.0,,70911.0,1.0
4,4,139,"{'correct': True, 'submitted_answer': {'pledge': 'Kathryn Jia'}}",2020-10-17T12:38:10-07,blue3,2020-10-17T19:38:10.034Z,Submission,2020-10-17 12:38:10 (PDT),105948.0,1.0,PLEDGE,1046.0,1.0,110588.0,70911.0,1.0
5,5,139,,2020-10-17T12:38:10-07,green3,2020-10-17T19:38:10.108Z,View variant,2020-10-17 12:38:10 (PDT),105948.0,1.0,PLEDGE,1046.0,1.0,,70911.0,1.0
6,6,139,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '1vdssqs'}",2020-10-17T12:38:13-07,gray1,2020-10-17T19:38:13.840Z,New variant,2020-10-17 12:38:13 (PDT),105949.0,2.0,SURVEY,1372.0,2.0,,70913.0,1.0
7,7,139,,2020-10-17T12:38:13-07,green3,2020-10-17T19:38:13.882Z,View variant,2020-10-17 12:38:13 (PDT),105949.0,2.0,SURVEY,1372.0,2.0,,70913.0,1.0
8,8,139,"{'params': {'t': [{'key': 'a', 'html': 'If you share something online accidentally, but quickly delete it, you still have control over that information'}, {'key': 'b', 'html': 'Sharing information over a network means you give up control over that information — forever'}, {'key': 'c', 'html': 'To remove something that has been shared (via social media), you just have to “unshare” it, and it’s gone from any computer that had originally had access.'}, {'key': 'd', 'html': 'By default, all data on the internet is encrypted and secure.'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'t': {'key': 'b', 'html': 'Sharing information over a network means you give up control over that information — forever'}}, 'variant_seed': '1whjbw'}",2020-10-17T12:38:21-07,gray1,2020-10-17T19:38:21.321Z,New variant,2020-10-17 12:38:21 (PDT),105950.0,3.0,lecture/privacy,1029.0,3.0,,70914.0,1.0
9,9,139,,2020-10-17T12:38:21-07,green3,2020-10-17T19:38:21.359Z,View variant,2020-10-17 12:38:21 (PDT),105950.0,3.0,lecture/privacy,1029.0,3.0,,70914.0,1.0
10,10,139,"{'correct': True, 'submitted_answer': {'t': 'b'}}",2020-10-17T12:38:54-07,blue3,2020-10-17T19:38:54.710Z,Submission,2020-10-17 12:38:54 (PDT),105950.0,3.0,lecture/privacy,1029.0,3.0,110591.0,70914.0,1.0
11,11,139,,2020-10-17T12:38:54-07,green3,2020-10-17T19:38:54.792Z,View variant,2020-10-17 12:38:54 (PDT),105950.0,3.0,lecture/privacy,1029.0,3.0,,70914.0,1.0
12,12,139,"{'params': {'0': [{'key': 'a', 'html': 'Imperative programming is the most powerful'}, {'key': 'b', 'html': 'Python is considered Turing Complete because it was authored by a Turing Award winner.'}, {'key': 'c', 'html': 'Python is considered Turing Complete because it’s easy to use.'}, {'key': 'd', 'html': 'OOP programming is the most powerful'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'0': {'key': 'e', 'html': 'None of the above'}}, 'variant_seed': 'w5eu4v'}",2020-10-17T12:38:58-07,gray1,2020-10-17T19:38:58.594Z,New variant,2020-10-17 12:38:58 (PDT),105951.0,4.0,lecture/algorithms,1373.0,4.0,,70919.0,1.0
13,13,139,,2020-10-17T12:38:58-07,green3,2020-10-17T19:38:58.641Z,View variant,2020-10-17 12:38:58 (PDT),105951.0,4.0,lecture/algorithms,1373.0,4.0,,70919.0,1.0
14,14,139,"{'correct': None, 'submitted_answer': {'0': 'c'}}",2020-10-17T12:39:16-07,blue3,2020-10-17T19:39:16.622Z,Submission,2020-10-17 12:39:16 (PDT),105951.0,4.0,lecture/algorithms,1373.0,4.0,110592.0,70919.0,1.0
15,15,139,,2020-10-17T12:39:16-07,green3,2020-10-17T19:39:16.708Z,View variant,2020-10-17 12:39:16 (PDT),105951.0,4.0,lecture/algorithms,1373.0,4.0,,70919.0,1.0
16,16,139,"{'params': {'0': [{'key': 'a', 'html': 'If you adhere to good abstractions and proper functional decomposition, you’ll end up with monolithic code'}, {'key': 'b', 'html': 'Rigorous testing reveals the presence AND the absence of bugs'}, {'key': 'c', 'html': '<em>Integration tests</em> are where you test when you integrate commands and reporters together'}, {'key': 'd', 'html': 'Monolithic code is hard to debug'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'0': {'key': 'd', 'html': 'Monolithic code is hard to debug'}}, 'variant_seed': 'hwjaln'}",2020-10-17T12:39:20-07,gray1,2020-10-17T19:39:20.123Z,New variant,2020-10-17 12:39:20 (PDT),105952.0,5.0,lecture/testing+2048,1375.0,5.0,,70920.0,1.0
17,17,139,,2020-10-17T12:39:20-07,green3,2020-10-17T19:39:20.178Z,View variant,2020-10-17 12:39:20 (PDT),105952.0,5.0,lecture/testing+2048,1375.0,5.0,,70920.0,1.0
