,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,85,,2020-10-18T03:00:46-07,gray3,2020-10-18T10:00:46.370Z,Begin,2020-10-18 03:00:46 (PDT),,,,,,,,
1,1,85,,2020-10-18T03:00:46-07,green1,2020-10-18T10:00:46.676Z,View assessment overview,2020-10-18 03:00:46 (PDT),,,,,,,,
2,2,85,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': 'qct70n'}",2020-10-18T03:01:06-07,gray1,2020-10-18T10:01:06.345Z,New variant,2020-10-18 03:01:06 (PDT),112846.0,1.0,PLEDGE,1046.0,1.0,,73335.0,1.0
3,3,85,,2020-10-18T03:01:06-07,green3,2020-10-18T10:01:06.393Z,View variant,2020-10-18 03:01:06 (PDT),112846.0,1.0,PLEDGE,1046.0,1.0,,73335.0,1.0
4,4,85,"{'correct': True, 'submitted_answer': {'pledge': 'Vedansh Malhotra'}}",2020-10-18T03:01:37-07,blue3,2020-10-18T10:01:37.619Z,Submission,2020-10-18 03:01:37 (PDT),112846.0,1.0,PLEDGE,1046.0,1.0,114462.0,73335.0,1.0
5,5,85,,2020-10-18T03:01:37-07,green3,2020-10-18T10:01:37.963Z,View variant,2020-10-18 03:01:37 (PDT),112846.0,1.0,PLEDGE,1046.0,1.0,,73335.0,1.0
6,6,85,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '414g9y'}",2020-10-18T03:01:45-07,gray1,2020-10-18T10:01:45.601Z,New variant,2020-10-18 03:01:45 (PDT),112847.0,2.0,SURVEY,1372.0,2.0,,73336.0,1.0
7,7,85,,2020-10-18T03:01:45-07,green3,2020-10-18T10:01:45.644Z,View variant,2020-10-18 03:01:45 (PDT),112847.0,2.0,SURVEY,1372.0,2.0,,73336.0,1.0
8,8,85,"{'correct': True, 'submitted_answer': {'survey': 'Turing.'}}",2020-10-18T03:13:06-07,blue3,2020-10-18T10:13:06.328Z,Submission,2020-10-18 03:13:06 (PDT),112847.0,2.0,SURVEY,1372.0,2.0,114481.0,73336.0,1.0
9,9,85,,2020-10-18T03:13:06-07,green3,2020-10-18T10:13:06.664Z,View variant,2020-10-18 03:13:06 (PDT),112847.0,2.0,SURVEY,1372.0,2.0,,73336.0,1.0
10,10,85,"{'params': {'t': [{'key': 'a', 'html': 'With the right software and configuration, you can effectively “undo” the sharing of content.'}, {'key': 'b', 'html': 'Once something is shared (via social media), it has the potential for near-instant worldwide distribution.'}, {'key': 'c', 'html': 'The benefit of doing work online is that the digital “bits” you leave behind aren’t valuable to anyone.'}, {'key': 'd', 'html': 'You can avoid having an information footprint by staying offline.'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'t': {'key': 'b', 'html': 'Once something is shared (via social media), it has the potential for near-instant worldwide distribution.'}}, 'variant_seed': 's7wgle'}",2020-10-18T03:13:11-07,gray1,2020-10-18T10:13:11.929Z,New variant,2020-10-18 03:13:11 (PDT),112848.0,3.0,lecture/privacy,1029.0,3.0,,73345.0,1.0
11,11,85,,2020-10-18T03:13:11-07,green3,2020-10-18T10:13:11.980Z,View variant,2020-10-18 03:13:11 (PDT),112848.0,3.0,lecture/privacy,1029.0,3.0,,73345.0,1.0
12,12,85,"{'correct': True, 'submitted_answer': {'t': 'b'}}",2020-10-18T03:23:57-07,blue3,2020-10-18T10:23:57.939Z,Submission,2020-10-18 03:23:57 (PDT),112848.0,3.0,lecture/privacy,1029.0,3.0,114503.0,73345.0,1.0
13,13,85,,2020-10-18T03:23:58-07,green3,2020-10-18T10:23:58.270Z,View variant,2020-10-18 03:23:58 (PDT),112848.0,3.0,lecture/privacy,1029.0,3.0,,73345.0,1.0
14,14,85,"{'params': {'0': [{'key': 'a', 'html': 'OOP programming is the most powerful'}, {'key': 'b', 'html': 'Declarative programming is the most powerful'}, {'key': 'c', 'html': 'Python is considered Turing Complete because it can simulate a Universal Turing Machine'}, {'key': 'd', 'html': 'Python is considered Turing Complete because it’s easy to use.'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'0': {'key': 'c', 'html': 'Python is considered Turing Complete because it can simulate a Universal Turing Machine'}}, 'variant_seed': 'c6oue7'}",2020-10-18T03:24:07-07,gray1,2020-10-18T10:24:07.601Z,New variant,2020-10-18 03:24:07 (PDT),112849.0,4.0,lecture/algorithms,1373.0,4.0,,73396.0,1.0
15,15,85,,2020-10-18T03:24:07-07,green3,2020-10-18T10:24:07.639Z,View variant,2020-10-18 03:24:07 (PDT),112849.0,4.0,lecture/algorithms,1373.0,4.0,,73396.0,1.0
16,16,85,"{'correct': True, 'submitted_answer': {'0': 'c'}}",2020-10-18T03:25:02-07,blue3,2020-10-18T10:25:02.926Z,Submission,2020-10-18 03:25:02 (PDT),112849.0,4.0,lecture/algorithms,1373.0,4.0,114513.0,73396.0,1.0
17,17,85,,2020-10-18T03:25:03-07,green3,2020-10-18T10:25:03.262Z,View variant,2020-10-18 03:25:03 (PDT),112849.0,4.0,lecture/algorithms,1373.0,4.0,,73396.0,1.0
