,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,207,,2020-10-18T11:06:08-07,gray3,2020-10-18T18:06:08.039Z,Begin,2020-10-18 11:06:08 (PDT),,,,,,,,
1,1,207,,2020-10-18T11:06:08-07,green1,2020-10-18T18:06:08.080Z,View assessment overview,2020-10-18 11:06:08 (PDT),,,,,,,,
2,2,207,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': 'rnkqvm'}",2020-10-18T11:06:13-07,gray1,2020-10-18T18:06:13.521Z,New variant,2020-10-18 11:06:13 (PDT),114314.0,1.0,PLEDGE,1046.0,1.0,,73867.0,1.0
3,3,207,,2020-10-18T11:06:13-07,green3,2020-10-18T18:06:13.582Z,View variant,2020-10-18 11:06:13 (PDT),114314.0,1.0,PLEDGE,1046.0,1.0,,73867.0,1.0
4,4,207,"{'correct': True, 'submitted_answer': {'pledge': 'Qiwei LI'}}",2020-10-18T11:06:23-07,blue3,2020-10-18T18:06:23.500Z,Submission,2020-10-18 11:06:23 (PDT),114314.0,1.0,PLEDGE,1046.0,1.0,115199.0,73867.0,1.0
5,5,207,,2020-10-18T11:06:23-07,green3,2020-10-18T18:06:23.598Z,View variant,2020-10-18 11:06:23 (PDT),114314.0,1.0,PLEDGE,1046.0,1.0,,73867.0,1.0
6,6,207,,2020-10-18T11:06:26-07,green1,2020-10-18T18:06:26.523Z,View assessment overview,2020-10-18 11:06:26 (PDT),,,,,,,,
7,7,207,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '1yib23e'}",2020-10-18T11:06:33-07,gray1,2020-10-18T18:06:33.999Z,New variant,2020-10-18 11:06:33 (PDT),114315.0,2.0,SURVEY,1372.0,2.0,,73869.0,1.0
8,8,207,,2020-10-18T11:06:34-07,green3,2020-10-18T18:06:34.056Z,View variant,2020-10-18 11:06:34 (PDT),114315.0,2.0,SURVEY,1372.0,2.0,,73869.0,1.0
9,9,207,"{'correct': True, 'submitted_answer': {'survey': 'Turing'}}",2020-10-18T11:13:47-07,blue3,2020-10-18T18:13:47.078Z,Submission,2020-10-18 11:13:47 (PDT),114315.0,2.0,SURVEY,1372.0,2.0,115223.0,73869.0,1.0
10,10,207,,2020-10-18T11:13:47-07,green3,2020-10-18T18:13:47.183Z,View variant,2020-10-18 11:13:47 (PDT),114315.0,2.0,SURVEY,1372.0,2.0,,73869.0,1.0
