,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,241,,2020-10-18T04:16:35-07,gray3,2020-10-18T11:16:35.066Z,Begin,2020-10-18 04:16:35 (PDT),,,,,,,,
1,1,241,,2020-10-18T04:16:35-07,green1,2020-10-18T11:16:35.247Z,View assessment overview,2020-10-18 04:16:35 (PDT),,,,,,,,
2,2,241,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': 'q1seag'}",2020-10-18T04:16:39-07,gray1,2020-10-18T11:16:39.541Z,New variant,2020-10-18 04:16:39 (PDT),113095.0,1.0,PLEDGE,1046.0,1.0,,73455.0,1.0
3,3,241,,2020-10-18T04:16:39-07,green3,2020-10-18T11:16:39.606Z,View variant,2020-10-18 04:16:39 (PDT),113095.0,1.0,PLEDGE,1046.0,1.0,,73455.0,1.0
4,4,241,"{'correct': True, 'submitted_answer': {'pledge': 'YunYi Cho'}}",2020-10-18T04:16:45-07,blue3,2020-10-18T11:16:45.529Z,Submission,2020-10-18 04:16:45 (PDT),113095.0,1.0,PLEDGE,1046.0,1.0,114664.0,73455.0,1.0
5,5,241,,2020-10-18T04:16:45-07,green3,2020-10-18T11:16:45.777Z,View variant,2020-10-18 04:16:45 (PDT),113095.0,1.0,PLEDGE,1046.0,1.0,,73455.0,1.0
6,6,241,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '10v5rln'}",2020-10-18T04:16:51-07,gray1,2020-10-18T11:16:51.532Z,New variant,2020-10-18 04:16:51 (PDT),113096.0,2.0,SURVEY,1372.0,2.0,,73456.0,1.0
7,7,241,,2020-10-18T04:16:51-07,green3,2020-10-18T11:16:51.595Z,View variant,2020-10-18 04:16:51 (PDT),113096.0,2.0,SURVEY,1372.0,2.0,,73456.0,1.0
8,8,241,"{'correct': True, 'submitted_answer': {'survey': 'Turing'}}",2020-10-18T04:17:04-07,blue3,2020-10-18T11:17:04.731Z,Submission,2020-10-18 04:17:04 (PDT),113096.0,2.0,SURVEY,1372.0,2.0,114665.0,73456.0,1.0
9,9,241,,2020-10-18T04:17:04-07,green3,2020-10-18T11:17:04.983Z,View variant,2020-10-18 04:17:04 (PDT),113096.0,2.0,SURVEY,1372.0,2.0,,73456.0,1.0
10,10,241,"{'params': {'t': [{'key': 'a', 'html': 'By default, all data on the internet is encrypted and secure.'}, {'key': 'b', 'html': 'You can avoid having an information footprint by staying offline.'}, {'key': 'c', 'html': 'With the right software and configuration, you can be anonymous when you’re online.'}, {'key': 'd', 'html': 'Thankfully, there are many entities (e.g., the government, your school, your employer, your bank, etc.) looking out for your privacy, so you don’t have to actively maintain it.'}, {'key': 'e', 'html': 'None of the above'}]}, 'options': {}, 'true_answer': {'t': {'key': 'e', 'html': 'None of the above'}}, 'variant_seed': '1bwtkh7'}",2020-10-18T04:17:08-07,gray1,2020-10-18T11:17:08.289Z,New variant,2020-10-18 04:17:08 (PDT),113097.0,3.0,lecture/privacy,1029.0,3.0,,73457.0,1.0
11,11,241,,2020-10-18T04:17:08-07,green3,2020-10-18T11:17:08.347Z,View variant,2020-10-18 04:17:08 (PDT),113097.0,3.0,lecture/privacy,1029.0,3.0,,73457.0,1.0
12,12,241,,2020-10-18T04:17:15-07,green3,2020-10-18T11:17:15.564Z,View variant,2020-10-18 04:17:15 (PDT),113096.0,2.0,SURVEY,1372.0,2.0,,73456.0,1.0
13,13,241,,2020-10-18T04:17:16-07,green3,2020-10-18T11:17:16.506Z,View variant,2020-10-18 04:17:16 (PDT),113096.0,2.0,SURVEY,1372.0,2.0,,73456.0,1.0
14,14,241,,2020-10-18T04:17:17-07,green3,2020-10-18T11:17:17.420Z,View variant,2020-10-18 04:17:17 (PDT),113095.0,1.0,PLEDGE,1046.0,1.0,,73455.0,1.0
15,15,241,,2020-10-18T04:17:18-07,green3,2020-10-18T11:17:18.323Z,View variant,2020-10-18 04:17:18 (PDT),113095.0,1.0,PLEDGE,1046.0,1.0,,73455.0,1.0
16,16,241,,2020-10-18T04:17:19-07,green1,2020-10-18T11:17:19.183Z,View assessment overview,2020-10-18 04:17:19 (PDT),,,,,,,,
17,17,241,,2020-10-18T04:17:20-07,green1,2020-10-18T11:17:20.191Z,View assessment overview,2020-10-18 04:17:20 (PDT),,,,,,,,
18,18,241,,2020-10-18T08:01:19-07,green1,2020-10-18T15:01:19.867Z,View assessment overview,2020-10-18 08:01:19 (PDT),,,,,,,,
19,19,241,,2020-10-18T08:01:33-07,green3,2020-10-18T15:01:33.873Z,View variant,2020-10-18 08:01:33 (PDT),113096.0,2.0,SURVEY,1372.0,2.0,,73456.0,1.0
20,20,241,,2020-10-18T08:01:45-07,green3,2020-10-18T15:01:45.369Z,View variant,2020-10-18 08:01:45 (PDT),113097.0,3.0,lecture/privacy,1029.0,3.0,,73457.0,1.0
